item_id	genre	text_id	sentence_n	target_word	part_of_speech	novelty_score	type	text	intention_1	intention_2	intention_3	comments
A9J0100020014	NEWS	a9j-fragment01	20	organic	AJ0	0.257	indirect	Thus the Palestinian national movement both inside and outside the occupied territories is an <b>organic</b> whole .	Argumentative metaphor			
A9J0100024002	NEWS	a9j-fragment01	24	relation	NN1	0.257	indirect	But the <b>relation</b> is complex , not uni-directional .	Lexicalized metaphor			
A9J0100025071	NEWS	a9j-fragment01	25	activate	VVB	0.25	indirect	Harsh measures — putting an entire community under an absolute curfew for a continuous lengthy period of time , demolishing homes , uprooting olive or citrus trees , physical intimidation and terror tactics employed by raiding army units , shooting , killing , cutting off water or electricity supplies and telephone links to villages or towns , mass arrests , intimidatory interrogation techniques — can either create a temporary lull or <b>activate</b> an eruption .	Argumentative metaphor			
A9J0100027006	NEWS	a9j-fragment01	27	minefield		0.179	direct	It is as if it is <b>walking through a minefield</b> .	Heuristic reasoning			
A9J0100028001	NEWS	a9j-fragment01	28	wave-like	AJ0	0.171	direct	The <b>wave</b>-like pattern of the Intifada , its pains and sufferings , are all reminiscent of the process of birth .	Argumentative metaphor			
A9J0100028017	NEWS	a9j-fragment01	28	process		0.177	direct	The wave-like pattern of the Intifada , its pains and sufferings , are all reminiscent of the <b>process of birth </b>.	Argumentative metaphor			
A9J0100036010	NEWS	a9j-fragment01	36	state-masonry	NN1-AJ0	0.206	indirect	The masses are being engaged in the craft of state-<b>masonry</b> .	Persuasiveness	Argumentative metaphor		more context
A9J0100038021	NEWS	a9j-fragment01	38	landmark	NN1	0.314	indirect	The Declaration of Independence issued by the Palestine National Council ( PNC ) on November 15 last year constitutes a major <b>landmark</b> along this road .	Argumentative metaphor	Explanation		
A9J0100047019	NEWS	a9j-fragment01	47	embark	VVI	0.529	indirect	If the PNC Declaration of Independence constituted a major landmark in this process , the time has come to <b>embark</b> on another major step , that of declaring the setting up of a state or government structure .	Lexicalized metaphor			
A9J0100050004	NEWS	a9j-fragment01	50	consolidate	VVI	0.484	indirect	Second , it would <b>consolidate</b> the image and essence of the Intifada as a constructive , not a destructive , force .	Argumentative metaphor			
A9J0100056008	NEWS	a9j-fragment01	56	skeletal	AJ0	0.515	indirect	It would further naturalise and legitimise the evolving <b>skeletal</b> form of Palestinian independence .	Persuasiveness			
A9J0100063000	NEWS	a9j-fragment01	63	half-way	AV0-AJ0	0.265	indirect	<b>Half-way</b> measures can only imply half-way success .	Argumentative metaphor			
A9J0100068024	NEWS	a9j-fragment01	68	linkage	NN1	0.529	indirect	In the meantime , we have the capacity to bring coherence and organisation to a whole range of activities , further consolidating the institutional <b>linkage</b> between the people in the occupied state and the PLO leadership .	Argumentative metaphor	Persuasiveness	Lexicalized metaphor	
A9J0100073005	NEWS	a9j-fragment01	73	touch	NN1	0.353	indirect	It would add another necessary <b>touch</b> in the process of creating a Palestinian home .	Lexicalized metaphor			not sure
A9J0100077013	NEWS	a9j-fragment01	77	organic	AJ0	0.303	indirect	‘ The Palestinian national movement inside and outside the occupied territories is an <b>organic</b> whole ’ PHOTOGRAPH : DAVID SILLITOE	Argumentative metaphor			
AA30800217003	NEWS	aa3-fragment08	217	account	NN1	0.25	indirect	By his own <b>account</b> , Mr Tyson is thrifty and states quite proudly that neither he or his wife Rosie are a burden on any form of social or government support .	Lexicalized metaphor			
AB90300791022	FICTION	ab9-fragment03	791	labour	VVG	0.559	indirect	The boy and the dog skirted round opposite sides of the puddle , the boy , a light , tall fourteen-year-old , <b>labouring</b> in wellington boots too large for him , and the dog , a three-year-old Labrador bitch , picking her way reluctantly , with frequent pauses , as if her paws hurt .	Visualization			
AB90300796018	FICTION	ab9-fragment03	796	hurl	VVG	0.625	indirect	‘ Way you go , Patty , ’ he said softly , and the dog was off , <b>hurling</b> herself along the embankment , all paws and flying ears , after a rabbit who had been sitting in a patch of sun but disappeared with contemptuous ease as she came close .	Visualization			
AB90300796045	FICTION	ab9-fragment03	796	contemptuous	AJ0	0.514	indirect	‘ Way you go , Patty , ’ he said softly , and the dog was off , hurling herself along the embankment , all paws and flying ears , after a rabbit who had been sitting in a patch of sun but disappeared with <b>contemptuous</b> ease as she came close .	Humour			personification
AB90300797030	FICTION	ab9-fragment03	797	estate	NN1	0.485	indirect	The boy had been told unequivocally not to let her off the lead — the riding-school only used the land by grace of its owner and it was a shooting <b>estate</b> — but he hated keeping the dog straining at the lead and knew that she would always come to his call .	Lexicalized metaphor			
AB90300806008	FICTION	ab9-fragment03	806	slither	VVD	0.5	indirect	Probably a squirrel , he decided , and <b>slithered</b> down the side of the embankment to join her , scolding as he went .	Visualization			
AB90300808015	FICTION	ab9-fragment03	808	gaze	VVD	0.323	indirect	He saw a leg , uncomfortably wedged between sapling trees , swollen grotesquely , and <b>gazed</b> at it , stupidly , wondering if it was plastic .	Visualization			
AB90300809030	FICTION	ab9-fragment03	809	stomach-turning	AJ0-NN1	0.618	indirect	As his eyes focused he realized he was looking at a hideously swollen human body , and just then , as the light breeze shifted , he caught the stomach-<b>turning</b> odour of decay .	Visualization			
AB90300818015	FICTION	ab9-fragment03	818	mosquito	NN1	0.412	direct	She had known him since he was a very small five-year-old , perched like a <b>mosquito</b> on one of the placid beginners ' ponies , so she told the class to carry on walking their ponies while she came to him .	Visualization			
AB90300835024	FICTION	ab9-fragment03	835	solicitor	NN1	0.485	indirect	He watched his aunt and Miss Williams wordlessly consult each other , but knew his aunt would do as she was told ; successful <b>solicitor</b> though she was , she was ten years younger than Miss Williams and , as she complained , totally intimidated by her as she had not been by anyone since her late headmistress .	Humour	Artistic metaphor		
AB90300837018	FICTION	ab9-fragment03	837	wiry	AJ0	0.471	indirect	Miss Williams took him to meet the police Land Rover at the stable gate , a bone-thin , <b>wiry</b> woman in her late fifties , her expression sufficiently forbidding to prevent the parents , edging cars through the gate to collect children from the ten o'clock ride , from asking any questions .	Lexicalized metaphor			
AB90300838005	FICTION	ab9-fragment03	838	queasiness	NN1	0.469	indirect	Jamie , through a renewed <b>queasiness</b> , just observed that the police driver was instantly reduced to half his age by Miss Williams 's greeting .	Lexicalized metaphor			
AB90300849002	FICTION	ab9-fragment03	849	sergeant	NN1	0.471	indirect	The CID <b>sergeant</b> thanked her gravely and went to stand beside Jamie who was peering down the embankment , looking pinched .	Lexicalized metaphor			
AB90300858006	FICTION	ab9-fragment03	858	mop	VVD	0.303	indirect	She took out a handkerchief and <b>mopped</b> her eyes .	Lexicalized metaphor			
AB90300893016	FICTION	ab9-fragment03	893	disentangle	VVI	0.516	indirect	The voice at the other end was plainly over-excited and it took him a minute to <b>disentangle</b> what he was being told .	Visualization			
AB90300907008	FICTION	ab9-fragment03	907	labrador		0.246	direct	He paused , reminding McLeish irresistibly of a <b>Labrador wondering how best to approach an acquaintance </b>.	Visualization			
AB90300912024	FICTION	ab9-fragment03	912	eiderdown	NN1	0.588	indirect	McLeish thanked him gravely , feeling , as he often did with the Wilsons , that he was being enveloped in a large feather <b>eiderdown</b> , and , made restless by the call , went down the corridor to where he knew Catherine Crane was also in , getting her office in order .	Visualization			
AB90300916017	FICTION	ab9-fragment03	916	lurk	VVG-AJ0	0.529	indirect	She let go of the cabinet , coughing in the dust of ages that appeared to be <b>lurking</b> behind it , and smiled back at him as the February sun shone through the small window behind her , throwing into sharp relief the patches on the wall where her predecessor had hung posters , and the ingrained dirt on the flaking paintwork round the mean , narrow , metal window .	Artistic metaphor	Visualization		
AB90300935016	FICTION	ab9-fragment03	935	assiduous	AJ0	0.576	indirect	Without Angela Morgan , at least two major clients were in danger of not getting the <b>assiduous</b> service they were paying for , and it would be well worth trying to see if one of them , whom he knew to be a fellow refugee from family life at the weekends , could be found .	Lexicalized metaphor			
AB90300937014	FICTION	ab9-fragment03	937	smartness	NN1	0.5	indirect	He had to admit that this particular client hardly added to the general decorative <b>smartness</b> of the place .	Humour			more context, seems ironic
AB90300947008	FICTION	ab9-fragment03	947	juggernaut	NN1	0.647	indirect	Peter Yeo , who had known this particular <b>juggernaut</b> since he had his first small factory and two stores and dirt under his fingernails from shifting packing-cases personally , was not fazed by the question .	Visualization			
AB90300950004	FICTION	ab9-fragment03	950	speed	VVI	0.353	indirect	I 'm up to <b>speed</b> with Huerter , of course , but is your planning application in Leicester all right ? ’	Lexicalized metaphor			
AB90300956006	FICTION	ab9-fragment03	956	fart	NN2	0.312	indirect	Plenty of housing if those stupid <b>farts</b> at the council got round to repairing it and stopped their tenants tearing apart what they have got .	Humour			
AB90300958041	FICTION	ab9-fragment03	958	invoke	VVG	0.25	indirect	Peter Yeo , who had personally persuaded Barton of the presentational disadvantage of using words like ‘ darkies ’ , ‘ niggers ’ or ‘ wogs ’ , decided that ‘ immigrants ’ even though used in the manner of one <b>invoking</b> a curse , was as good as he was going to get with this particular client .	Lexicalized metaphor			
AB90300958043	FICTION	ab9-fragment03	958	curse	NN1	0.378	indirect	Peter Yeo , who had personally persuaded Barton of the presentational disadvantage of using words like ‘ darkies ’ , ‘ niggers ’ or ‘ wogs ’ , decided that ‘ immigrants ’ even though used in the manner of one invoking a <b>curse</b> , was as good as he was going to get with this particular client .	Lexicalized metaphor			
AB90300972026	FICTION	ab9-fragment03	972	rise	VVD	0.375	indirect	She was frowning , deep lines appearing between her eyebrows , mouth drawn down at the edges so that instead of a classically good-looking slim English <b>Rose</b> in her late twenties , she looked faded , years older than her real age , and shrewish .	Visualization	Social interaction		
AB90300975013	FICTION	ab9-fragment03	975	unbecomingly	AV0	0.484	indirect	At least , Mrs Huntley thought hopefully , she had stopped wondering , <b>unbecomingly</b> and stridently , how her uncle could have been fooled by Angela Morgan .	Visualization			
AB90300975015	FICTION	ab9-fragment03	975	stridently	AV0	0.516	indirect	At least , Mrs Huntley thought hopefully , she had stopped wondering , unbecomingly and <b>stridently</b> , how her uncle could have been fooled by Angela Morgan .	Visualization			
AB90300976021	FICTION	ab9-fragment03	976	divert	VVN	0.455	indirect	It was Grizel Huntley 's own view that her brother had not been fooled at all but had been charmed and <b>diverted</b> by a dashing girl thirty years his junior , and had seen no reason at all why she should not have a share of his considerable estate when that left a very decent down-setting for his niece as well .	Lexicalized metaphor			
AB90300976055	FICTION	ab9-fragment03	976	down-setting	NN1	0.484	indirect	It was Grizel Huntley 's own view that her brother had not been fooled at all but had been charmed and diverted by a dashing girl thirty years his junior , and had seen no reason at all why she should not have a share of his considerable estate when that left a very decent <b>down-setting</b> for his niece as well .	Lexicalized metaphor			
AB90300977009	FICTION	ab9-fragment03	977	straightforwardness	NN1	0.364	indirect	Indeed , she had respected Angela Morgan for the <b>straightforwardness</b> with which she had tackled the issue when they had met at the lawyer 's office .	Lexicalized metaphor			
AB90300981006	FICTION	ab9-fragment03	981	determine	VVN-AJ0	0.469	indirect	Penny , sounding childishly , sullenly <b>determined</b> , broke into her mother 's thoughts .	Lexicalized metaphor			
AB90300984007	FICTION	ab9-fragment03	984	ungraceful	AJ0	0.529	indirect	Penelope glared at her , turning an <b>ungraceful</b> scarlet , but Mrs Huntley held her ground .	Persuasiveness	Visualization		
AB90300990018	FICTION	ab9-fragment03	990	ragged	AJ0-VVN	0.5	indirect	Her husband Francis had made a slightly better showing than her daughter Jennifer , who was looking particularly <b>ragged</b> .	Visualization			
AB90301013029	FICTION	ab9-fragment03	1013	smartly	AV0	0.455	indirect	The man , a stocky , greying fifty-year-old in a navy raincoat over a suit , his hair cut short , was attended by a uniformed policewoman , hair <b>smartly</b> set under the cap , her eyes watchful in the wide , flat , placid face , and both of them were standing square and stolid .	Lexicalized metaphor			
AC20601252001	FICTION	ac2-fragment06	1252	blinding	AJ0	0.364	indirect	The <b>blinding</b> headaches he had been experiencing in recent weeks were taking their toll , and he looked grey and drawn when he arrived home .	Visualization			
AC20601279002	FICTION	ac2-fragment06	1279	accompany	VVI	0.344	indirect	Shall I <b>accompany</b> you on the violin ?	Lexicalized metaphor			
AC20601288000	FICTION	ac2-fragment06	1288	champion	NN1	0.515	indirect	<b>Champion</b> of the breed at Crufts last year .	Lexicalized metaphor			Crufts = dog competition
AC20601338018	FICTION	ac2-fragment06	1338	bastard	NN2	0.485	indirect	‘ People like me , who 've worked their guts out to expand the business while the militant <b>bastards</b> have been working their guts out to destroy it . ’	Lexicalized metaphor			swear
AC20601389020	FICTION	ac2-fragment06	1389	unconfined	AJ0	0.531	indirect	Schooldays and the void they both felt when the boys went off to boarding school , followed by the joy <b>unconfined</b> when they came home at the end of term .	Visualization			
AC20601428001	FICTION	ac2-fragment06	1428	evade	VVD	0.265	indirect	He <b>evaded</b> Mark 's eyes .	Artistic metaphor	Visualization		
AC20601465007	FICTION	ac2-fragment06	1465	play	VVG	0.353	indirect	‘ Do n't they realise they 're <b>playing</b> with political dynamite ?	Persuasiveness			
AC20601476001	FICTION	ac2-fragment06	1476	bloody	AJ0	0.375	indirect	The <b>bloody</b> man 's power drunk already . ’	Lexicalized metaphor			swear
AC20601488012	FICTION	ac2-fragment06	1488	plughole	NN1	0.677	indirect	‘ It 's my life which is about to go down the <b>plughole</b> .	Humour			
AC20601548001	FICTION	ac2-fragment06	1548	bloody	AJ0	0.375	indirect	A <b>bloody</b> charlatan ! ’	Lexicalized metaphor			swear
AC20601578002	FICTION	ac2-fragment06	1578	mafia	NN1	0.543	indirect	The petticoat <b>Mafia</b> at the top of the organisation always knew what was going on , often before the top executives themselves .	Social interaction	Persuasiveness		background about mafia is required
ACJ0100006018	ACPROSE	acj-fragment01	6	foundation	NN2	0.321	indirect	There is an argument that treason is a more serious offence , since it strikes at the very <b>foundations</b> of the State and its social organizations , but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime .	Explanation			
ACJ0100040001	ACPROSE	acj-fragment01	40	place	VVZ	0.235	indirect	It <b>places</b> the offender under the State 's control , as it were , for the remainder of his or her life .	Lexicalized metaphor			technical language
ACJ0100052030	ACPROSE	acj-fragment01	52	sadistic	AJ0	0.294	indirect	In 1983 the Home Secretary imposed restrictions on the release of persons serving life for murders of police- and prison-officers , terrorist killings , murder during robbery , and the <b>sadistic</b> or sexual murder of young children , fixing a minimum of twenty years ' imprisonment for these offenders .	Lexicalized metaphor			
ACJ0100053020	ACPROSE	acj-fragment01	53	enact	VVN	0.594	indirect	Whatever the justifications for introducing this policy , it serves to underline the fact that sentencing in murder cases is <b>enacted</b> without each case being considered individually , after hearing representations from the offender 's counsel , and without a sentence announced in court and subject to appeal .	Lexicalized metaphor			technical language
ACJ0100067045	ACPROSE	acj-fragment01	67	draw	VVN	0.294	indirect	That proposal , if implemented , would shift almost all the decision-making in homicide cases from the trial to the sentencing stage : the only issue of any consequence in most cases would be the sentence to be imposed , and all the distinctions now <b>drawn</b> at the stage of criminal liability would be reflected in the sentence alone .	Lexicalized metaphor			
ACJ0100072015	ACPROSE	acj-fragment01	72	first-degree	AJ0	0.312	indirect	That cost is not difficult to justify where capital punishment is the penalty for first-<b>degree</b> murder .	Lexicalized metaphor			technical language
ACJ0100083015	ACPROSE	acj-fragment01	83	element	NN1	0.455	indirect	Intent to kill may be regarded as the most obvious and indisputable form of fault <b>element</b> for murder , but to some extent that depends on the meaning of ‘ intent ’ .	Heuristic reasoning			
ACJ0100101033	ACPROSE	acj-fragment01	101	contemplate	VVN	0.528	indirect	The House of Lords upheld D 's conviction for murder : an intent to cause really serious injury is sufficient for murder , without any proof that the defendant intended , or even <b>contemplated</b> , the possibility that death would result .	Lexicalized metaphor			
ACJ0100104011	ACPROSE	acj-fragment01	104	depart	VVZ	0.303	indirect	In terms of principle , the rule requires justification because it <b>departs</b> from the principle of correspondence ( see Chapter 5.2(a) ) , namely that the fault element in a crime should relate to the consequences prohibited by that crime .	Explanation	Lexicalized metaphor		
ACJ0100107010	ACPROSE	acj-fragment01	107	final	AJ0	0.344	indirect	There are arguments in favour of this : death is <b>final</b> , murder is the gravest crime , and there is no significant moral difference between someone who chooses to cause really serious injury and someone who sets out to kill .	Argumentative metaphor			
ACJ0100110021	ACPROSE	acj-fragment01	110	amplitude	NN1	0.686	indirect	The counter-arguments , which would uphold the principle of correspondence , are that breach of that principle is unnecessary when the <b>amplitude</b> of the crime of manslaughter lies beneath murder , and also that the definition of grievous bodily harm includes a number of injuries which are most unlikely to put the victim 's life at risk .	Lexicalized metaphor			
ACJ0100127003	ACPROSE	acj-fragment01	127	boundary	NN2	0.323	indirect	In discussing the <b>boundaries</b> of murder , we are concerned with classification , not exculpation .	Heuristic reasoning			
ACJ0100137026	ACPROSE	acj-fragment01	137	wicked	AJ0	0.343	indirect	Both the Model Penal Code test and the Scots test may be reduced to circularity , however , for when one asks how extreme or how <b>wicked</b> the recklessness should be , the only possible answer is : ‘ wicked or extreme enough to justify the stigma of a murder conviction ’ .	Lexicalized metaphor	Persuasiveness		
ACJ0100149024	ACPROSE	acj-fragment01	149	mark	VVI	0.235	indirect	The point is that the traditional concepts of intention and recklessness do not , of themselves , appear to be sufficiently well focused to <b>mark</b> out those killings which are the most heinous .	Lexicalized metaphor			
AHB5100717012	NEWS	ahb-fragment51	717	entitle	VVN	0.303	indirect	Because they had n't done any management , Debbie felt Landlords were <b>entitled</b> only to the 10 per cent tenant-finding fee and therefore owed her £2,400 ( 3 months ' rent plus the deposit ) .	Lexicalized metaphor			
AHC6001222027	NEWS	ahc-fragment60	1222	corduroy	NN1	0.606	indirect	The farm stands on a spur of moorland on the northern edge of the forest , and within 10 minutes I had turned my back on the <b>corduroy</b> battalions of trees and was striding under a still , cloudy sky over tussocks of rush and coarse grass , with my face to the long , bare shoulders of open hillside that flank the winding shallows of the East Kielder Burn .	Visualization			
AHC6001222028	NEWS	ahc-fragment60	1222	battalion	NN2	0.529	indirect	The farm stands on a spur of moorland on the northern edge of the forest , and within 10 minutes I had turned my back on the corduroy <b>battalions</b> of trees and was striding under a still , cloudy sky over tussocks of rush and coarse grass , with my face to the long , bare shoulders of open hillside that flank the winding shallows of the East Kielder Burn .	Artistic metaphor	Visualization		
AHC6001238025	NEWS	ahc-fragment60	1238	bridge	NN2	0.061	direct	Large boulders stood out beside the path as grey blobs in the featureless sheets of pale grass , and flat stones had been placed as <b>bridges</b> across the burns , their backs hollowed by the tread of feet through the centuries .	Visualization			
AHC6001243013	NEWS	ahc-fragment60	1243	dream	NN1	0.182	direct	That jarring manifestation of furious technology seemed as remote and ridiculous as a <b>dream</b> , as silence settled down on Kielderhead and the hawk 's whistle came down from the moors .	Visualization			
AHC6001246023	NEWS	ahc-fragment60	1246	broad-breasted	AJ0	0.543	indirect	A mile above the shepherd 's hut the hillsides ceased their upward rolling and curved together to form a dead-end valley of broad-<b>breasted</b> slopes five miles from the nearest tarmac road , hidden deep in the folds of the moors .	Visualization			
AHC6001247009	NEWS	ahc-fragment60	1247	climb	VVD	0.303	indirect	The old drover 's road turned aside here and <b>climbed</b> under the rock faces of White Crags to continue its lonely course over Girdle Fell and down into Redesdale .	Visualization			
AHC6001249008	NEWS	ahc-fragment60	1249	savour	VVD	0.618	indirect	Instead I lay back in the heather and <b>savoured</b> the trickle of the burn and the crisp smell of peat-laden ground .	Artistic metaphor			
AHC6001250007	NEWS	ahc-fragment60	1250	penetrate	VVN	0.455	indirect	Not a sign of spring had yet <b>penetrated</b> this secret valley , but another month would put that right .	Artistic metaphor			
AHC6101252003	NEWS	ahc-fragment61	1252	pilgrimage	NN1	0.514	indirect	Travel : A <b>pilgrimage</b> sans progress Elisabeth de Stroumillo potters round Poitou	Artistic metaphor			not sure if metaphorical (could be religous tour)
AHC6101262044	NEWS	ahc-fragment61	1262	go		-0.089	direct	My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like <b>going to an African game reserve and ignoring the animals</b> .	Persuasiveness			
AHC6101265026	NEWS	ahc-fragment61	1265	lazy	AJ0	0.529	indirect	Water is everywhere : canals , streams , small busy rivers with charming names like the Boutonne , the Mignon and the Belle , and big <b>lazy</b> rivers like the Sevre Niortaise and the Charente .	Artistic metaphor			not sure
AHC6101268053	NEWS	ahc-fragment61	1268	algae-smothered	AJ0-NN1	0.667	indirect	Drifting between grassy polders to which farmers have to ferry their cattle in punts , or following leafy twisting lanes marked only by rusty signs proclaiming the ‘ Venise Verte ’ , you 're in an all-green , mysteriously silent world ; only the occasional fisherman , twitching his rod above the algae-<b>smothered</b> waters , disturbs the stillness .	Visualization			
AHC6101279000	NEWS	ahc-fragment61	1279	wriggle	VVG-AJ0	0.625	indirect	<b>Wriggling</b> across country on the D216 to Port-d'Envaux , you come to two more chateaux : 18th-century Panloy , flaking romantically away on its hillock overlooking a bend in the Charente and , almost next door , the much older , moated Crazannes , half-smothered in amazing flamboyant Gothic carving .	Humour			not sure
AHC6101281004	NEWS	ahc-fragment61	1281	hug	VVD	0.3	indirect	Its conically-roofed tower , <b>hugged</b> about by a brood of smaller roofs shaped like candle snuffers , is visible for miles .	Visualization			
AHC6101281008	NEWS	ahc-fragment61	1281	brood	NN1	0.485	indirect	Its conically-roofed tower , hugged about by a <b>brood</b> of smaller roofs shaped like candle snuffers , is visible for miles .	Visualization			
AHC6101281014	NEWS	ahc-fragment61	1281	snuffer		0.249	direct	Its conically-roofed tower , hugged about by a brood of smaller roofs shaped like <b>candle snuffers</b> , is visible for miles .	Visualization			
AHC6101283033	NEWS	ahc-fragment61	1283	pompous	AJ0	0.545	indirect	There 's also a Renaissance fountain , and an extremely odd conglomeration of church buildings comprising one ancient ruin , one proper church , and the skeleton faade and nave of a rather <b>pompous</b> and unfinished 18th-century abbey .	Persuasiveness			
AHC6101286012	NEWS	ahc-fragment61	1286	atmospheric	AJ0	0.562	indirect	Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an <b>atmospheric</b> medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland — perfect for picnicking .	Artistic metaphor			
AHC6101288012	NEWS	ahc-fragment61	1288	saucer-shaped	AJ0	0.265	direct	The villagers ' main hobby seems to be fishing with peculiar , <b>saucer</b>-shaped nets suspended from precariously-perched bankside huts .	Visualization			NOT related to MET in OV
AHC6101294008	NEWS	ahc-fragment61	1294	sermon		0.157	direct	Biblical motifs recur — some art-experts call them <b>sermons in stone</b> , and their messages would certainly have been clear to the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain .	Lexicalized metaphor			technical language
AHC6101295017	NEWS	ahc-fragment61	1295	exuberant	AJ0	0.455	indirect	But these themes are always interspersed with more fanciful ones : grimacing masks , weird animals , <b>exuberant</b> abstract patterns .	Lexicalized metaphor			
AHC6101297013	NEWS	ahc-fragment61	1297	forebear		0.279	direct	Today 's attraction-merchants are doing no more to lure 20th-century tourists than their <b>medieval forebears did for pilgrims </b>.	Heuristic reasoning			
AHD0600062004	NEWS	ahd-fragment06	62	swoon	VVB-NN1	0.25	indirect	Nowadays , we all <b>swoon</b> with pleasure at the sight of a cow .	Visualization			
AHE0300043029	NEWS	ahe-fragment03	43	prisoner	NN2	0.235	direct	Group 4 Remand Services Ltd , the security firm selected by the Home Office to manage The Wolds in a £5 million-a-year contract , likes to think of its <b>prisoners</b> as customers .	Humour			
AHE0300044017	NEWS	ahe-fragment03	44	customer	NN2	0.212	direct	‘ It may seem a little odd for prison staff to be looking at their prisoners as <b>customers</b> , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor .	Heuristic reasoning			
AHF2400535004	NEWS	ahf-fragment24	535	penetrate	VVD	0.364	indirect	Has the election campaign <b>penetrated</b> its grim streets ?	Humour			
AHF2400549001	NEWS	ahf-fragment24	549	consciousness	NN1	0.543	indirect	Political <b>consciousness</b> is low on the Meadowell Estate .	Heuristic reasoning			
AHF2400561004	NEWS	ahf-fragment24	561	canny	AJ0	0.576	indirect	‘ It 's a <b>canny</b> place The Ridges , with plenty of good folk . ’	Social interaction	Lexicalized metaphor		
AHF2400565009	NEWS	ahf-fragment24	565	ghetto	NN1	0.235	indirect	By the 1950s , The Ridges was the criminal <b>ghetto</b> of Newcastle , and by the 1970s a costly council manicure job had turned it into a free-fire zone .	Persuasiveness			not sure
AHF2400571008	NEWS	ahf-fragment24	571	awash	AJ0	0.686	indirect	The age structure of Meadowell means it is <b>awash</b> with teenagers , whose only pastimes are having babies and body-building .	Visualization	Persuasiveness		
AHF2400590026	NEWS	ahf-fragment24	590	bantustan	NN1	0.588	indirect	There are some posh flats going up at neighbouring Royal Quays which will provide building jobs : ‘ It 's Sun City in the middle of <b>Bantustan</b> , ’ a Labour councillor said to me .	Humour	Persuasiveness	Social interaction	
AHF2400593016	NEWS	ahf-fragment24	593	pitifully	AV0	0.303	indirect	The government sponsored Meadowell Initiative makes noises in the north of the estate — but does <b>pitifully</b> little , painfully slowly .	Persuasiveness			
AHF2400596008	NEWS	ahf-fragment24	596	pear-shaped	AJ0	0.529	indirect	MP Neville Trotter is a pear-shaped Tory with <b>pear-shaped</b> vowels who has little appeal to the people of Meadowell , and a dwindling appeal in the middle-class suburbs where unemployment is also climbing .	Humour			
AHF6301168007	NEWS	ahf-fragment63	1168	wring	VVN-VVD	0.529	indirect	Therefore the admission which the Prime Minister <b>wrung</b> from him could hardly be said to have been grudging .	Visualization	Persuasiveness		
AHF6301169011	NEWS	ahf-fragment63	1169	prepare	VVN	0.235	indirect	But , like all the best soapbox orators , Major had <b>prepared</b> his repartee in advance .	Lexicalized metaphor			
AHF6301172027	NEWS	ahf-fragment63	1172	trojan		0.494	direct	Then came the passage , which appeared on the television news that evening and in the papers the next day , about the Liberal Democrats being the <b>Trojan horse</b> that would let Labour in .	Heuristic reasoning			
AHF6301173008	NEWS	ahf-fragment63	1173	consumption	NN1	0.543	indirect	There were also some lines intended for local <b>consumption</b> : ‘ Higher petrol prices from the Liberal Democrats … that 's not gon na help a rural area …	Lexicalized metaphor			
AHF6301201001	NEWS	ahf-fragment63	1201	jubilant	AJ0	0.382	indirect	The <b>jubilant</b> word from Kinnock 's camp was that Major was behaving more like an opposition leader than a prime minister .	Persuasiveness			
AHF6301203006	NEWS	ahf-fragment63	1203	campaign	NN1	0.303	indirect	President Truman did so in a <b>campaign</b> which no-one expected him to win , and he won .	Lexicalized metaphor			
AHF6301215002	NEWS	ahf-fragment63	1215	soapbox	NN1	0.364	indirect	Once that <b>soapbox</b> came out , Major campaigned as if he would now do and say what he really thought .	Humour			not sure…idiomatic expression ?
AHF6301217019	NEWS	ahf-fragment63	1217	detach	VVI	0.618	indirect	From Central Office , and from around his entourage , came the unmistakable signs of fair-weather friends preparing to <b>detach</b> themselves from blame for defeat .	Lexicalized metaphor			
AHL0200010033	NEWS	ahl-fragment02	10	reflector	NN2	0.588	indirect	The researchers , headed by Dr Margaret Klinowska , a Cambridge biologist , and David Goodson , an expert on acoustic engineering at Loughborough University , say new data shows that plastic sound <b>reflectors</b> to fishing nets can warn dolphins of hazards .	Lexicalized metaphor			technical language
AHL0200016029	NEWS	ahl-fragment02	16	reflector	NN2	0.5	indirect	Mr Goodson , who became interested in the sonar capacity of dolphins after hearing one while swimming off the Welsh coast , has experimented with various shapes of sound <b>reflectors</b> .	Lexicalized metaphor			technical language
AJF0700204001	NEWS	ajf-fragment07	204	core	NN1	0.235	indirect	The <b>core</b> of the problem is simple : the National was invited to New York only last November , and the Kirov is planning to tour this summer .	Lexicalized metaphor			
AJF0700215025	NEWS	ajf-fragment07	215	robust	AJ0	0.576	indirect	But her husband did have consolation on Saturday , as we talked over Scotch and Peking duck : the sound of American cheers for his <b>robust</b> version of Boris Godunov .	Visualization	Lexicalized metaphor		
